"","SID","FLDSID","SDATE","SITE","SUBSITE","REGION","FQC","TYPE","SUBTYPE","STUDY","SUBSTUDY","DEPTH","FLDCOMMENT","QCFLAG","FLDMETHOD","QCCOMMENT","LQC","HABITAT","DATAFILE","SPECIES","COMPONENT","LABNAME","LABSID","STORET","PARAMETER","LABAID","ADATE","RESULT","UNIT","MDL","PQL","REMARK","LABCOMMENT","QCFLAG.1","SID.1"
"189",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",671,"OPO4","SM4500PF",2021-04-01 12:14:00,0.002,"mg/L",0.002,0.008,"U",NA,NA,2035310
"190",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",98013,"PHEOPHYTIN A","EPA 447.0",2021-04-08 20:19:00,0.311,"ug/L",0.009,0.036,NA,NA,NA,2035310
"191",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",946,"SO4","SM4110B",2021-04-02 20:22:00,1.2,"mg/L",0.1,0.4,NA,NA,NA,2035310
"192",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",666,"TDPO4","SM4500PF",2021-04-05 10:21:00,0.01,"mg/L",0.002,0.004,NA,NA,NA,2035310
"193",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",515,"TDS","SM2540C",2021-04-01 13:16:00,297,"mg/L",25,100,NA,NA,NA,2035310
"194",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",1106,"TDSAL","SM3120B",2021-04-06 11:59:00,8,"ug/L",8,16,"U",NA,NA,2035310
"195",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",1046,"TDSFE","SM3120B",2021-04-06 11:59:00,23,"ug/L",3,6,NA,NA,NA,2035310
"196",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",97017,"TN","SM4500NC",2021-04-06 12:11:00,1.56,"mg/L",0.05,0.1,NA,NA,NA,2035310
"197",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",680,"TOC","SM5310B",2021-04-17 06:40:00,25.9,"mg/L",0.8,2,NA,NA,NA,2035310
"198",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",1105,"TOT AL","SM3120B",2021-04-06 11:39:00,8,"ug/L",8,16,"U",NA,NA,2035310
"199",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",1045,"TOTFE","SM3120B",2021-04-06 11:39:00,26,"ug/L",3,6,NA,NA,NA,2035310
"200",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",665,"TPO4","SM4500PF",2021-04-05 10:18:00,0.022,"mg/L",0.002,0.004,NA,NA,NA,2035310
"201",2035310,"P123747-10",2021-03-31 11:05:00,"ST56C1B42",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.2,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1540.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080010",530,"TSS","EPA 160.2",2021-04-02 07:24:00,3,"mg/L",3,12,"U",NA,NA,2035310
"202",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",410,"ALKA","SM2320B",2021-04-01 16:59:00,185,"mg/L CaCO3",1,4,NA,NA,NA,2035311
"203",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",49548,"APA","SFWMD 3160",2021-04-01 13:13:00,4.5,"nmo/min-mL",1,4,NA,NA,NA,2035311
"204",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",915,"CA","SM3120B",2021-04-08 12:57:00,59.7,"mg/L",0.3,1.2,NA,NA,NA,2035311
"205",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",941,"CL","SM4110B",2021-04-02 20:31:00,52.1,"mg/L",0.5,1,NA,NA,NA,2035311
"206",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",80,"COLOR","SM2120C",2021-04-01 15:07:00,70,"PCU",1,4,NA,NA,NA,2035311
"207",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",98011,"CHLOROPHYLL A","EPA 447.0",2021-04-08 20:32:00,4.7,"ug/L",0.018,0.071,NA,NA,NA,2035311
"208",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",98010,"CHLOROPHYLL B","EPA 447.0",2021-04-08 20:32:00,0.204,"ug/L",0.018,0.071,NA,NA,NA,2035311
"209",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",681,"DOC","SM5310B",2021-04-17 07:03:00,22.6,"mg/L",0.8,2,NA,NA,NA,2035311
"210",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",905,"HARDNESS","SM2340B",2021-04-08 12:57:00,179.7,"mg/L",1,4,NA,NA,NA,2035311
"211",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",935,"K","SM3120B",2021-04-08 12:57:00,4.9,"mg/L",0.1,0.4,NA,NA,NA,2035311
"212",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",925,"MG","SM3120B",2021-04-08 12:57:00,7.4,"mg/L",0.1,0.4,NA,NA,NA,2035311
"213",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",930,NA,"SM3120B",2021-04-08 12:57:00,38.2,"mg/L",0.4,1.6,NA,NA,NA,2035311
"214",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",608,"NH4","SM4500NH3H",2021-04-12 14:09:00,0.03,"mg/L",0.005,0.01,NA,NA,NA,2035311
"215",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",630,"NOX","SM4500NO3F",2021-04-12 14:09:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2035311
"216",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",671,"OPO4","SM4500PF",2021-04-01 12:16:00,0.002,"mg/L",0.002,0.008,"U",NA,NA,2035311
"217",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",98013,"PHEOPHYTIN A","EPA 447.0",2021-04-08 20:32:00,0.352,"ug/L",0.009,0.036,NA,NA,NA,2035311
"218",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",946,"SO4","SM4110B",2021-04-02 20:31:00,2.3,"mg/L",0.1,0.4,NA,NA,NA,2035311
"219",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",666,"TDPO4","SM4500PF",2021-04-05 10:24:00,0.008,"mg/L",0.002,0.004,NA,NA,NA,2035311
"220",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",515,"TDS","SM2540C",2021-04-01 13:24:00,317,"mg/L",25,100,NA,NA,NA,2035311
"221",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",1106,"TDSAL","SM3120B",2021-04-06 11:26:00,8,"ug/L",8,16,"U",NA,NA,2035311
"222",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",1046,"TDSFE","SM3120B",2021-04-06 11:26:00,20,"ug/L",3,6,NA,NA,NA,2035311
"223",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",97017,"TN","SM4500NC",2021-04-06 12:12:00,1.28,"mg/L",0.05,0.1,NA,NA,NA,2035311
"224",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",680,"TOC","SM5310B",2021-04-17 07:24:00,23.6,"mg/L",0.8,2,NA,NA,NA,2035311
"225",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",1105,"TOT AL","SM3120B",2021-04-06 11:41:00,13,"ug/L",8,16,"I",NA,NA,2035311
"226",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",1045,"TOTFE","SM3120B",2021-04-06 11:41:00,31,"ug/L",3,6,NA,NA,NA,2035311
"227",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",665,"TPO4","SM4500PF",2021-04-05 10:22:00,0.02,"mg/L",0.002,0.004,NA,NA,NA,2035311
"228",2035311,"P123747-11",2021-03-31 09:35:00,"ST56C1BG344B",NA,"STA56",NA,"SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",0.5,"Grab samples collected with peristaltic pump and processed in laboratory same day at ; Processed at 1545.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080011",530,"TSS","EPA 160.2",2021-04-02 07:25:00,3,"mg/L",3,12,"U",NA,NA,2035311
"229",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",410,"ALKA","SM2320B",2021-04-01 17:08:00,1,"mg/L CaCO3",1,4,"U",NA,NA,2035313
"230",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",49548,"APA","SFWMD 3160",2021-04-01 13:13:00,1,"nmo/min-mL",1,4,"U",NA,NA,2035313
"231",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",915,"CA","SM3120B",2021-04-08 12:58:00,0.3,"mg/L",0.3,1.2,"U",NA,NA,2035313
"232",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",941,"CL","SM4110B",2021-04-02 20:41:00,0.5,"mg/L",0.5,1,"U",NA,NA,2035313
"233",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",80,"COLOR","SM2120C",2021-04-01 15:08:00,1,"PCU",1,4,"U",NA,NA,2035313
"234",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",98011,"CHLOROPHYLL A","EPA 447.0",2021-04-08 20:45:00,0.016,"ug/L",0.016,0.064,"U",NA,NA,2035313
"235",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",98010,"CHLOROPHYLL B","EPA 447.0",2021-04-08 20:45:00,0.016,"ug/L",0.016,0.064,"U",NA,NA,2035313
"236",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",681,"DOC","SM5310B",2021-04-17 09:27:00,0.8,"mg/L",0.8,2,"U",NA,NA,2035313
"237",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",905,"HARDNESS","SM2340B",2021-04-08 12:58:00,1,"mg/L",1,4,"U",NA,NA,2035313
"238",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",935,"K","SM3120B",2021-04-08 12:58:00,0.1,"mg/L",0.1,0.4,"U",NA,NA,2035313
"239",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",925,"MG","SM3120B",2021-04-08 12:58:00,0.1,"mg/L",0.1,0.4,"U",NA,NA,2035313
"240",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",930,NA,"SM3120B",2021-04-08 12:58:00,0.4,"mg/L",0.4,1.6,"U",NA,NA,2035313
"241",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",608,"NH4","SM4500NH3H",2021-04-12 12:35:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2035313
"242",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",630,"NOX","SM4500NO3F",2021-04-12 12:35:00,0.014,"mg/L",0.005,0.01,NA,NA,NA,2035313
"243",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",671,"OPO4","SM4500PF",2021-04-01 12:17:00,0.002,"mg/L",0.002,0.008,"U",NA,NA,2035313
"244",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",98013,"PHEOPHYTIN A","EPA 447.0",2021-04-08 20:45:00,0.008,"ug/L",0.008,0.032,"U",NA,NA,2035313
"245",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",946,"SO4","SM4110B",2021-04-02 20:41:00,0.1,"mg/L",0.1,0.4,"U",NA,NA,2035313
"246",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",666,"TDPO4","SM4500PF",2021-04-05 10:27:00,0.002,"mg/L",0.002,0.004,"U",NA,NA,2035313
"247",2035313,"P123747-12",2021-03-31 09:45:00,"EB","FINAL","STA56","EB","SURFACE WATER",NA,"STA P DYNAMICS","STA CELL",NA,"DI 7122 through peristaltic pump tubing to 2L sample bottle. Processed at 1605.",NA,"GRAB",NA,NA,NA,"WMD_79080-2104231647_yp_mg.csv",NA,NA,"SFWMD","79080012",515,"TDS","SM2540C",2021-04-01 13:19:00,25,"mg/L",25,100,"U",NA,NA,2035313
