"","SID","FLDSID","SDATE","SITE","SUBSITE","REGION","FQC","TYPE","SUBTYPE","STUDY","SUBSTUDY","DEPTH","FLDCOMMENT","QCFLAG","FLDMETHOD","QCCOMMENT","LQC","HABITAT","DATAFILE","SPECIES","COMPONENT","LABNAME","LABSID","STORET","PARAMETER","LABAID","ADATE","RESULT","UNIT","MDL","PQL","REMARK","LABCOMMENT","QCFLAG.1","SID.1"
"895",2028730,"P107508-2",2019-09-05 08:00:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842002,631,"NOX","SM4500NO3F",2019-09-17 13:24:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028730
"896",2028730,"P107508-2",2019-09-05 08:00:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842002,671,"OPO4","SM4500PF",2019-09-06 11:07:00,0.08,"mg/L",0.002,0.008,NA,NA,NA,2028730
"897",2028730,"P107508-2",2019-09-05 08:00:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842002,666,"TDPO4","SM4500PF",2019-09-12 12:28:00,0.094,"mg/L",0.002,0.004,NA,NA,NA,2028730
"898",2028730,"P107508-2",2019-09-05 08:00:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842002,97017,"TN","SM4500NC",2019-09-18 10:49:00,2.38,"mg/L",0.05,0.1,NA,NA,NA,2028730
"899",2028730,"P107508-2",2019-09-05 08:00:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842002,680,"TOC","SM5310B",2019-09-12 09:52:00,37.6,"mg/L",0.8,2,NA,NA,NA,2028730
"900",2028730,"P107508-2",2019-09-05 08:00:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842002,665,"TPO4","SM4500PF",2019-09-12 12:26:00,0.111,"mg/L",0.002,0.004,NA,NA,NA,2028730
"901",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,915,"CA","SM3120B",2019-09-10 12:01:00,95.8,"mg/L",0.3,1.2,NA,NA,NA,2028714
"902",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,905,"HARDNESS","SM2340B",2019-09-10 12:01:00,347.6,"mg/L",1,4,NA,NA,NA,2028714
"903",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,935,"K","SM3120B",2019-09-10 12:01:00,7,"mg/L",0.1,0.4,NA,NA,NA,2028714
"904",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,925,"MG","SM3120B",2019-09-10 12:01:00,26.3,"mg/L",0.1,0.4,NA,NA,NA,2028714
"905",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,930,NA,"SM3120B",2019-09-10 12:01:00,83.8,"mg/L",0.4,1.6,NA,NA,NA,2028714
"906",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,608,"NH4","SM4500NH3H",2019-09-17 13:28:00,0.072,"mg/L",0.005,0.01,NA,NA,NA,2028714
"907",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,631,"NOX","SM4500NO3F",2019-09-17 13:28:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028714
"908",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,671,"OPO4","SM4500PF",2019-09-06 11:11:00,0.002,"mg/L",0.002,0.008,"I",NA,NA,2028714
"909",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,666,"TDPO4","SM4500PF",2019-09-12 12:37:00,0.011,"mg/L",0.002,0.004,NA,NA,NA,2028714
"910",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,97017,"TN","SM4500NC",2019-09-18 10:53:00,2.28,"mg/L",0.05,0.1,NA,NA,NA,2028714
"911",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,915,"CA","SM3120B",2019-09-10 11:58:00,96.6,"mg/L",0.3,1.2,NA,NA,NA,2028722
"912",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,905,"HARDNESS","SM2340B",2019-09-10 11:58:00,351.2,"mg/L",1,4,NA,NA,NA,2028722
"913",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,935,"K","SM3120B",2019-09-10 11:58:00,7.6,"mg/L",0.1,0.4,NA,NA,NA,2028722
"914",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,925,"MG","SM3120B",2019-09-10 11:58:00,26.7,"mg/L",0.1,0.4,NA,NA,NA,2028722
"915",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,930,NA,"SM3120B",2019-09-10 11:58:00,90.4,"mg/L",0.4,1.6,NA,NA,NA,2028722
"916",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,608,"NH4","SM4500NH3H",2019-09-17 13:25:00,0.042,"mg/L",0.005,0.01,NA,NA,NA,2028722
"917",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,631,"NOX","SM4500NO3F",2019-09-17 13:25:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028722
"918",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,671,"OPO4","SM4500PF",2019-09-06 11:08:00,0.025,"mg/L",0.002,0.008,NA,NA,NA,2028722
"919",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,666,"TDPO4","SM4500PF",2019-09-12 12:31:00,0.036,"mg/L",0.002,0.004,NA,NA,NA,2028722
"920",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,97017,"TN","SM4500NC",2019-09-18 10:50:00,2.1,"mg/L",0.05,0.1,NA,NA,NA,2028722
"921",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,680,"TOC","SM5310B",2019-09-12 13:12:00,31.6,"mg/L",0.8,2,NA,NA,NA,2028722
"922",2028722,"P107508-3",2019-09-05 08:09:00,"STA1WC2OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842003,665,"TPO4","SM4500PF",2019-09-12 12:29:00,0.049,"mg/L",0.002,0.004,NA,NA,NA,2028722
"923",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,915,"CA","SM3120B",2019-09-10 11:59:00,92.1,"mg/L",0.3,1.2,NA,NA,NA,2028717
"924",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,905,"HARDNESS","SM2340B",2019-09-10 11:59:00,346,"mg/L",1,4,NA,NA,NA,2028717
"925",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,935,"K","SM3120B",2019-09-10 11:59:00,8.9,"mg/L",0.1,0.4,NA,NA,NA,2028717
"926",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,925,"MG","SM3120B",2019-09-10 11:59:00,28.2,"mg/L",0.1,0.4,NA,NA,NA,2028717
"927",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,930,NA,"SM3120B",2019-09-10 11:59:00,86.5,"mg/L",0.4,1.6,NA,NA,NA,2028717
"928",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,608,"NH4","SM4500NH3H",2019-09-17 13:27:00,0.097,"mg/L",0.005,0.01,NA,NA,NA,2028717
"929",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,631,"NOX","SM4500NO3F",2019-09-17 13:27:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028717
"930",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,671,"OPO4","SM4500PF",2019-09-06 11:10:00,0.004,"mg/L",0.002,0.008,"I",NA,NA,2028717
"931",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,666,"TDPO4","SM4500PF",2019-09-12 12:34:00,0.012,"mg/L",0.002,0.004,NA,NA,NA,2028717
"932",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,97017,"TN","SM4500NC",2019-09-18 10:51:00,2.49,"mg/L",0.05,0.1,NA,NA,NA,2028717
"933",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,680,"TOC","SM5310B",2019-09-12 13:46:00,34.8,"mg/L",0.8,2,NA,NA,NA,2028717
"934",2028717,"P107508-4",2019-09-05 08:19:00,"STA1WC3OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842004,665,"TPO4","SM4500PF",2019-09-12 12:32:00,0.038,"mg/L",0.002,0.004,NA,NA,NA,2028717
"935",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,905,"HARDNESS","SM2340B",2019-09-10 12:02:00,331.2,"mg/L",1,4,NA,NA,NA,2028715
"936",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,680,"TOC","SM5310B",2019-09-12 14:04:00,33.5,"mg/L",0.8,2,NA,NA,NA,2028714
"937",2028714,"P107508-5",2019-09-05 08:29:00,"STA1WC4OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842005,665,"TPO4","SM4500PF",2019-09-12 12:35:00,0.025,"mg/L",0.002,0.004,NA,NA,NA,2028714
"938",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,915,"CA","SM3120B",2019-09-10 12:02:00,88.4,"mg/L",0.3,1.2,NA,NA,NA,2028715
"939",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,935,"K","SM3120B",2019-09-10 12:02:00,8.7,"mg/L",0.1,0.4,NA,NA,NA,2028715
"940",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,925,"MG","SM3120B",2019-09-10 12:02:00,26.8,"mg/L",0.1,0.4,NA,NA,NA,2028715
"941",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,930,NA,"SM3120B",2019-09-10 12:02:00,85.1,"mg/L",0.4,1.6,NA,NA,NA,2028715
"942",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,608,"NH4","SM4500NH3H",2019-09-17 13:30:00,0.083,"mg/L",0.005,0.01,NA,NA,NA,2028715
"943",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,631,"NOX","SM4500NO3F",2019-09-17 13:30:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028715
"944",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,671,"OPO4","SM4500PF",2019-09-06 11:19:00,0.002,"mg/L",0.002,0.008,"I",NA,NA,2028715
"945",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,666,"TDPO4","SM4500PF",2019-09-12 12:40:00,0.009,"mg/L",0.002,0.004,NA,NA,NA,2028715
"946",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,97017,"TN","SM4500NC",2019-09-18 10:54:00,2.29,"mg/L",0.05,0.1,NA,NA,NA,2028715
"947",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,680,"TOC","SM5310B",2019-09-12 14:21:00,33.6,"mg/L",0.8,2,NA,NA,NA,2028715
"948",2028715,"P107508-6",2019-09-05 08:38:00,"STA1WC5OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842006,665,"TPO4","SM4500PF",2019-09-12 12:38:00,0.024,"mg/L",0.002,0.004,NA,NA,NA,2028715
"949",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,915,"CA","SM3120B",2019-09-10 12:03:00,97.6,"mg/L",0.3,1.2,NA,NA,NA,2028723
"950",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,905,"HARDNESS","SM2340B",2019-09-10 12:03:00,356.6,"mg/L",1,4,NA,NA,NA,2028723
"951",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,935,"K","SM3120B",2019-09-10 12:03:00,7.5,"mg/L",0.1,0.4,NA,NA,NA,2028723
"952",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,925,"MG","SM3120B",2019-09-10 12:03:00,27.4,"mg/L",0.1,0.4,NA,NA,NA,2028723
"953",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,930,NA,"SM3120B",2019-09-10 12:03:00,84.2,"mg/L",0.4,1.6,NA,NA,NA,2028723
"954",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,608,"NH4","SM4500NH3H",2019-09-17 13:31:00,0.047,"mg/L",0.005,0.01,NA,NA,NA,2028723
"955",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,631,"NOX","SM4500NO3F",2019-09-17 13:31:00,0.012,"mg/L",0.005,0.01,"G","Analyte was detected at or above the method detection limit in both the sample and the associated field blank, equipment blank, or trip blank, and the blank value was greater than 10% of the associated sample value",NA,2028723
"956",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,671,"OPO4","SM4500PF",2019-09-06 11:22:00,0.002,"mg/L",0.002,0.008,"U",NA,NA,2028723
"957",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,666,"TDPO4","SM4500PF",2019-09-12 12:49:00,0.011,"mg/L",0.002,0.004,NA,NA,NA,2028723
"958",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,97017,"TN","SM4500NC",2019-09-18 10:56:00,2.19,"mg/L",0.05,0.1,NA,NA,NA,2028723
"959",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,680,"TOC","SM5310B",2019-09-12 14:39:00,33,"mg/L",0.8,2,NA,NA,NA,2028723
"960",2028723,"P107508-7",2019-09-05 08:55:00,"STA1WC6OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71842-1910171612_yp_mg.csv",NA,NA,"SFWMD",71842007,665,"TPO4","SM4500PF",2019-09-12 12:41:00,0.028,"mg/L",0.002,0.004,NA,NA,NA,2028723
